Dates,bitcoin_cash_currencies,bitcoin_currencies,bitcoin_gold,cardano,dash,ethereum_classic,ethereum_currencies,monero,neo,ripple_currencies
2017-08-12,1464.13,16569.4,261.16,0.115465,726.67,30.05,456.03,276.74,36.27,0.252125
2017-07-12,1330.93,17899.7,251.64,0.105501,697.9,26.82,434.41,280.86,34.86,0.222823
2017-06-12,1430.1,14291.5,279.89,0.117839,700.07,27.86,428.59,278.68,35.16,0.232544
2017-05-12,1501.85,11916.7,304.68,0.127488,756.36,30.39,463.28,269.48,38.82,0.246101
2017-04-12,1576.92,11657.2,328.38,0.13587,774.01,30.4,470.2,210.24,42.17,0.253571
2017-03-12,1559.93,11323.2,320.66,0.131807,768.88,30.46,465.85,200.05,36.62,0.252558
2017-02-12,1434.98,11074.6,299.07,0.132351,778.43,30.8,463.45,203.03,35.07,0.255492
2017-01-12,1462.68,10975.6,311.64,0.131352,797.53,31.2,466.54,190.94,35.84,0.255699
2017-11-30,1389.78,10233.6,304.64,0.119883,786.93,28.19,447.11,180.14,32.96,0.250878
2017-11-29,1359.71,9888.61,295.41,0.089718,677.4,25.42,427.52,168.15,32.28,0.243064
2017-11-28,1546.18,10058.8,329.78,0.119744,626.42,33.98,472.9,203.21,38.08,0.299152
2017-11-27,1622.57,9818.35,359.24,0.050593,632.3,25.75,480.36,173.39,40.13,0.253927
2017-11-26,1735.66,9330.55,366.79,0.036332,621.62,22.22,471.33,163.37,38.44,0.248818
2017-11-25,1571.27,8790.92,356.04,0.030447,643.57,21.71,466.28,168.44,38.13,0.252393
2017-11-24,1648.51,8253.69,394.22,0.028382,566.64,21.45,474.91,160.03,34.79,0.244642
2017-11-23,1683.81,8038.77,293.61,0.027444,566.68,18.23,410.17,158.61,34.9,0.242402
2017-11-22,1303.31,8253.55,241.72,0.028549,578.85,17.99,380.65,165.95,35.86,0.238859
2017-11-21,1176.97,8071.26,267.21,0.02833,494.21,17.8,360.4,141.74,34.36,0.233271
2017-11-20,1236.01,8200.64,236.37,0.029581,486.54,18.39,366.73,135.76,35.64,0.238759
2017-11-19,1172.05,8036.49,135.69,0.028084,442.31,17.92,354.39,129.48,39.75,0.231016
2017-11-18,1254.53,7790.15,155.73,0.026369,454.74,17.72,347.61,130.8,42.74,0.228627
2017-11-17,1185.48,7708.99,152.02,0.025773,424.98,17.24,332.39,126.7,40.5,0.226581
2017-11-16,900.78,7871.69,140.78,0.02758,418.18,16.88,330.92,120.31,28.7,0.227107
2017-11-15,1212.4,7315.54,161.69,0.026445,424.41,17.55,333.36,121.37,29.35,0.212956
2017-11-14,1273.53,6635.75,159.94,0.02623,427.54,17.87,337.63,122.35,29.73,0.209825
2017-11-13,1353.99,6559.49,249.22,0.025808,427.37,16.11,316.72,123.4,28.4,0.203442
2017-12-11,1388.86,5950.07,282.41,0.023977,536.12,15.18,307.91,123.86,26.96,0.197339
2017-11-11,1340.45,6357.6,427.14,0.027437,346.06,19.42,314.68,119.62,28.53,0.21043
2017-10-11,1007.42,6618.14,213.4,0.027119,329.57,14.6,299.25,105.59,28.18,0.206483
2017-09-11,654.3,7143.58,156.66,0.032053,326.01,14.21,320.88,120.78,31.9,0.217488
2017-08-11,622.46,7459.69,139.39,0.025186,316.33,14.02,309.07,113.32,30.67,0.217437
2017-07-11,616.3,7144.38,153.35,0.022195,293.38,13.92,294.66,99.76,26.23,0.210354
2017-06-11,602.65,7022.76,148.77,0.021881,275.68,14.33,298.89,102.92,26.32,0.20599
2017-05-11,630.7,7407.41,165.76,0.020635,273.17,13.24,296.26,86.35,26.38,0.202055
2017-04-11,620.45,7379.95,142.17,0.022022,274.68,11.89,300.47,87.3,26.49,0.20375
2017-03-11,625.32,7207.76,131.76,0.022628,278.59,12.66,305.71,87.99,26.82,0.208133
2017-02-11,587.22,7078.5,127.51,0.021306,265.3,10.24,287.43,83.76,24.5,0.205861
2017-01-11,531.83,6767.31,144.88,0.022986,271.56,10.26,291.69,85.72,26.86,0.194124
2017-10-31,439.05,6468.4,156.73,0.030437,279.15,10.62,305.88,87.64,28.47,0.200558
2017-10-30,448.23,6130.53,132.8,0.028583,285.95,10.87,307.75,88.84,28.79,0.202711
2017-10-29,451.92,6153.85,139.18,0.028607,283.93,10.86,305.09,88.65,27.76,0.202785
2017-10-28,423.35,5753.09,115.82,0.025866,275.68,10.55,296.3,86.31,27.35,0.201835
2017-10-27,367.57,5780.9,120.66,0.026382,280.48,10.39,297.42,86.75,28.76,0.202785
2017-10-26,338.2,5904.83,136.23,0.027132,286.14,10.5,296.53,88.58,28.33,0.203628
2017-10-25,332.13,5750.8,137.09,0.027527,289.14,10.63,297.92,88.13,28.54,0.204604
2017-10-24,326.89,5526.64,142.92,0.027193,293.2,10.6,298.33,88.4,30.15,0.206644
2017-10-23,315.6,5930.32,500.13,0.025454,284.23,10.28,286.95,85.21,27.51,0.196928
2017-10-22,331.66,6008.42,,0.027729,275.7,10.83,295.45,86.58,28.79,0.204177
2017-10-21,323.36,6031.6,,0.028436,277.86,10.92,300.19,88.12,27.13,0.211016
2017-10-20,327.44,6011.45,,0.03063,289.19,11.22,304.01,90.54,27.75,0.210549
2017-10-19,330.81,5708.52,,0.027032,295.47,11.34,308.09,88.62,28.66,0.21515
2017-10-18,339.17,5590.69,,0.026691,297.27,11.53,314.32,89.54,29.67,0.21852
2017-10-17,371.73,5605.51,,0.027217,299.89,11.92,317.08,91.28,31.4,0.232064
2017-10-16,313.64,5725.59,,0.028948,302.21,11.89,333.38,95.9,28.53,0.256232
2017-10-15,314.95,5678.19,,0.030049,309.51,11.95,336.6,94.87,27.73,0.263983
2017-10-14,321.96,5831.79,,0.032465,316.7,12.26,339.63,100.23,27.8,0.25732
2017-10-13,321.46,5647.21,,0.033641,310.38,12.18,338.76,95.13,29.35,0.260489
2017-12-10,313.21,5446.91,,0.026252,291.91,11.96,304.14,87.09,28.18,0.248414
2017-11-10,314.9,4826.48,,0.02252,298.4,11.49,303.46,87.42,29.96,0.264439
2017-10-10,321.59,4781.99,,0.021531,291.27,11.54,299.87,86.82,29.31,0.260733
2017-09-10,314.16,4772.02,,0.022114,283.67,11.5,297.39,85.49,29.1,0.251825
2017-08-10,342.21,4610.48,,0.020477,302.48,12.12,308.61,89.77,32.07,0.279944
2017-07-10,360.78,4426.89,,0.020941,310.49,12.28,311.12,91.7,36.14,0.23861
2017-06-10,363.01,4370.81,,0.018539,306.88,12.34,308.59,91.19,33.52,0.234039
2017-05-10,355.75,4328.41,,0.021489,305.4,11.95,295.86,91.86,32.28,0.237016
2017-04-10,358.45,4229.36,,0.021931,305.46,11.97,292.66,90.41,31.16,0.214774
2017-03-10,404.18,4317.48,,0.020816,296.23,12.41,292.46,92.96,33.61,0.203318
2017-02-10,421.19,4409.32,,0.025932,308.68,12.44,297.48,91.54,36.74,0.202676
2017-01-10,415.15,4403.74,,0.024969,315.8,12.74,302.34,93.22,35.72,0.206532
2017-09-30,432.63,4338.71,,,327.14,12.98,301.46,95.76,34.21,0.197529
2017-09-29,436.77,4163.07,,,327.7,12.52,291.47,94.5,28.64,0.193606
2017-09-28,447.81,4174.73,,,338.25,12.73,299.15,97.23,29.76,0.196131
2017-09-27,457.31,4200.67,,,346.43,12.65,306.47,101.04,31.79,0.203299
2017-09-26,441.83,3892.35,,,339.1,11.24,287.44,93.13,26.38,0.186119
2017-09-25,445.8,3926.07,,,345.09,10.86,292.33,93.64,26.02,0.181487
2017-09-24,421.03,3682.84,,,331.85,10.44,282.48,89.5,19.79,0.175787
2017-09-23,428.5,3792.4,,,350.79,10.61,286.17,91.85,20.18,0.177882
2017-09-22,415.09,3630.7,,,346.58,10.26,264.31,88.17,18.69,0.17351
2017-09-21,416.26,3631.04,,,330.05,10.07,258.58,86.24,17.45,0.171754
2017-09-20,476.05,3905.95,,,342.43,11.25,283.74,95.57,19.75,0.182078
2017-09-19,527.88,3924.97,,,324.26,11.48,282.8,97.72,19.94,0.184041
2017-09-18,479.32,4065.2,,,333.0,11.79,293.5,100.57,21.22,0.189768
2017-09-17,419.86,3582.88,,,313.84,10.02,251.75,93.74,19.86,0.178393
2017-09-16,440.22,3625.04,,,298.86,9.93,246.52,95.29,20.76,0.179082
2017-09-15,424.02,3637.52,,,284.36,10.24,250.46,99.85,18.74,0.181358
2017-09-14,367.04,3154.95,,,236.24,9.13,213.91,83.04,15.69,0.164167
2017-09-13,503.61,3882.59,,,301.29,14.11,277.11,111.33,20.06,0.200778
2017-12-09,510.41,4130.81,,,325.97,14.44,291.46,111.89,20.97,0.209303
2017-11-09,537.81,4161.27,,,318.4,14.61,294.53,112.75,21.88,0.214441
2017-10-09,537.07,4122.94,,,320.11,13.66,288.75,112.33,22.75,0.213031
2017-09-09,547.47,4226.06,,,323.14,14.89,294.4,116.27,21.96,0.209995
2017-08-09,583.1,4228.75,,,333.21,15.2,296.5,118.04,24.86,0.211518
2017-07-09,652.85,4599.88,,,343.91,17.81,329.43,120.84,30.78,0.22364
2017-06-09,638.18,4597.12,,,347.17,19.02,334.34,121.63,21.36,0.226186
2017-05-09,541.71,4376.53,,,327.23,16.58,312.99,118.82,22.8,0.215189
2017-04-09,517.24,4236.31,,,316.13,15.84,295.17,106.17,21.83,0.204968
2017-03-09,607.43,4582.96,,,356.39,18.57,347.48,126.01,30.32,0.228811
2017-02-09,575.9,4578.77,,,350.17,20.08,348.98,124.8,31.72,0.226669
2017-01-09,622.17,4892.01,,,393.35,21.94,387.74,141.2,32.01,0.248479
2017-08-31,588.17,4703.39,,,378.32,16.38,383.04,140.41,33.16,0.25563
2017-08-30,575.21,4565.3,,,368.34,15.66,378.48,132.38,33.1,0.228006
2017-08-29,552.93,4579.02,,,359.55,15.79,370.67,133.04,33.66,0.218564
2017-08-28,596.18,4382.66,,,356.78,15.79,347.75,145.4,38.45,0.224508
2017-08-27,620.9,4382.88,,,362.89,16.02,347.89,130.68,40.09,0.202995
2017-08-26,625.32,4352.4,,,399.85,15.29,333.88,138.05,38.59,0.212577
2017-08-25,641.05,4371.6,,,315.89,15.28,331.92,108.26,40.3,0.217828
2017-08-24,628.11,4334.68,,,315.37,15.14,325.61,86.29,42.05,0.218958
2017-08-23,669.4,4151.52,,,292.57,15.29,317.52,90.33,40.0,0.246827
2017-08-22,690.88,4100.52,,,291.5,14.39,314.79,91.16,35.85,0.239286
2017-08-21,599.64,4001.74,,,279.58,14.56,321.59,77.82,35.3,0.191918
2017-08-20,712.87,4087.66,,,294.2,13.89,301.43,54.71,38.19,0.158735
2017-08-19,754.56,4193.7,,,288.7,13.7,297.47,55.96,39.97,0.155057
2017-08-18,690.24,4160.62,,,224.28,13.81,295.59,46.69,38.85,0.158883
2017-08-17,460.53,4331.69,,,233.62,13.93,301.46,47.45,40.69,0.157498
2017-08-16,300.21,4376.63,,,232.02,14.19,302.27,48.78,45.54,0.160431
2017-08-15,297.86,4181.93,,,203.52,13.69,289.82,48.74,47.49,0.161221
2017-08-14,297.68,4325.13,,,199.44,14.08,300.1,49.75,47.43,0.169991
2017-08-13,298.05,4073.26,,,198.17,14.3,298.06,47.76,46.65,0.168092
2017-12-08,317.09,3884.71,,,205.49,14.81,310.6,49.37,36.61,0.173853
2017-11-08,328.24,3650.62,,,205.79,15.17,308.86,50.65,33.5,0.179307
2017-10-08,275.95,3381.28,,,200.96,15.19,295.89,49.47,36.18,0.180399
2017-09-08,303.89,3342.47,,,199.21,15.38,296.03,50.96,21.75,0.182947
2017-08-08,345.49,3419.94,,,203.85,15.88,296.77,51.94,18.27,0.192586
2017-07-08,319.69,3378.94,,,197.19,15.31,269.18,50.21,18.68,0.179021
2017-06-08,220.66,3213.94,,,189.13,15.35,261.57,47.83,15.21,0.180444
2017-05-08,213.15,3252.91,,,193.83,15.93,256.51,48.58,14.02,0.184737
2017-04-08,233.05,2895.89,,,186.97,15.04,223.07,45.12,10.43,0.173743
2017-03-08,364.05,2804.73,,,186.99,15.37,225.34,43.36,10.67,0.174612
2017-02-08,452.66,2710.67,,,182.93,14.77,219.95,43.63,8.11,0.173113
2017-01-08,380.01,2718.26,,,184.75,14.57,226.77,44.15,7.86,0.177053
2017-07-31,294.46,2875.34,,,178.51,14.0,203.87,39.84,7.33,0.167386
2017-07-30,345.66,2757.18,,,172.82,13.81,197.98,39.62,7.15,0.165082
2017-07-29,384.77,2726.45,,,185.25,14.4,205.79,43.89,7.26,0.169871
2017-07-28,406.05,2809.01,,,185.61,14.16,193.12,43.96,7.09,0.165937
2017-07-27,385.48,2671.78,,,194.09,14.66,204.32,45.24,7.72,0.173457
2017-07-26,365.82,2529.45,,,194.37,14.77,203.95,45.8,7.17,0.173822
2017-07-25,406.9,2576.48,,,195.52,14.92,206.71,40.68,7.35,0.178104
2017-07-24,440.7,2754.86,,,204.02,15.88,224.71,45.58,8.46,0.192002
2017-07-23,413.06,2730.4,,,191.03,15.78,225.95,42.67,8.57,0.195058
2017-07-22,,2810.12,,,195.31,16.51,229.48,44.71,8.62,0.19332
2017-07-21,,2667.76,,,185.86,16.14,218.3,40.34,7.42,0.182608
2017-07-20,,2817.6,,,188.59,16.06,227.26,40.3,7.21,0.188295
2017-07-19,,2273.43,,,155.65,14.83,199.7,35.06,5.88,0.168388
2017-07-18,,2318.88,,,158.07,16.4,234.39,36.38,6.02,0.188718
2017-07-17,,2228.41,,,153.85,15.5,193.42,34.83,5.77,0.177889
2017-07-16,,1929.82,,,132.64,14.18,157.36,29.43,5.04,0.148056
2017-07-15,,1998.86,,,140.14,14.77,170.65,32.09,5.03,0.170589
2017-07-14,,2233.34,,,161.08,17.55,199.66,35.48,5.54,0.190769
2017-07-13,,2357.9,,,171.24,18.36,209.73,38.23,6.29,0.200809
2017-12-07,,2398.84,,,179.89,19.94,230.77,40.39,6.63,0.205354
2017-11-07,,2337.79,,,165.73,14.72,197.4,37.14,5.4,0.185019
2017-10-07,,2372.56,,,174.4,15.48,215.36,40.01,6.03,0.203165
2017-09-07,,2518.44,,,195.64,16.26,242.14,44.85,6.9,0.233416
2017-08-07,,2571.34,,,209.2,16.99,251.7,46.1,7.45,0.236134
2017-07-07,,2518.66,,,196.46,16.75,245.99,44.25,6.77,0.23948
2017-06-07,,2608.56,,,213.17,17.91,270.55,50.12,7.84,0.254641
2017-05-07,,2601.99,,,209.48,17.77,268.77,45.72,8.03,0.256523
2017-04-07,,2601.64,,,183.06,18.05,273.3,45.47,7.78,0.254709
2017-03-07,,2564.06,,,180.79,17.85,282.9,43.63,8.22,0.259959
2017-02-07,,2506.47,,,173.49,17.91,287.99,42.79,8.1,0.259449
2017-01-07,,2434.55,,,165.71,17.81,274.6,40.96,7.95,0.254744
2017-06-30,,2480.84,,,181.77,18.92,294.92,43.73,8.73,0.26293
2017-06-29,,2539.32,,,177.17,18.66,302.88,45.02,9.77,0.265421
2017-06-28,,2574.79,,,184.13,19.65,327.93,47.32,8.38,0.280455
2017-06-27,,2552.45,,,176.02,19.14,293.09,43.57,6.83,0.276306
2017-06-26,,2478.45,,,162.89,19.58,272.69,43.49,5.53,0.277288
2017-06-25,,2589.41,,,172.88,21.42,303.25,45.89,5.95,0.298423
2017-06-24,,2608.72,,,182.62,20.19,323.7,48.03,6.3,0.31111
2017-06-23,,2744.91,,,189.26,21.34,341.74,51.41,6.84,0.319978
2017-06-22,,2705.41,,,177.06,20.79,336.37,47.28,6.94,0.297848
2017-06-21,,2689.1,,,178.81,20.7,336.87,46.59,10.15,0.296366
2017-06-20,,2721.79,,,187.91,21.68,359.01,48.08,8.0,0.324427
2017-06-19,,2589.6,,,201.26,22.95,370.06,49.09,11.72,0.296068
2017-06-18,,2548.29,,,193.53,22.07,371.46,49.6,5.26,0.2846
2017-06-17,,2655.88,,,178.13,23.27,379.41,50.46,3.76,0.268351
2017-06-16,,2518.56,,,166.25,18.4,370.23,48.11,2.77,0.262068
2017-06-15,,2464.58,,,163.35,18.36,361.93,46.02,1.78,0.259266
2017-06-14,,2506.37,,,163.21,18.84,359.05,46.3,1.74,0.278447
2017-06-13,,2717.02,,,183.97,20.74,397.54,51.8,1.81,0.266153
2017-12-06,,2659.63,,,170.78,20.33,401.49,50.04,1.51,0.253964
2017-11-06,,2958.11,,,188.27,21.57,340.61,58.7,1.67,0.272759
2017-10-06,,2947.71,,,152.0,19.66,337.67,52.28,1.68,0.260874
2017-09-06,,2823.81,,,148.93,17.45,281.74,55.62,1.55,0.286019
2017-08-06,,2805.62,,,145.03,17.54,261.67,56.19,1.36,0.289678
2017-07-06,,2732.16,,,140.36,17.51,258.07,52.54,1.28,0.279783
2017-06-06,,2863.2,,,145.19,17.49,264.47,55.57,1.34,0.284548
2017-05-06,,2686.81,,,144.92,17.31,248.46,48.26,1.28,0.294003
2017-04-06,,2511.81,,,143.35,17.48,245.33,42.9,1.26,0.299413
2017-03-06,,2515.35,,,144.29,16.26,224.38,42.37,1.26,0.29458
2017-02-06,,2488.55,,,145.29,17.38,223.77,44.0,1.35,0.303448
2017-01-06,,2407.88,,,136.08,16.83,222.24,43.7,1.24,0.333657
2017-05-31,,2286.41,,,135.97,17.68,230.67,41.83,1.03,0.24659
2017-05-30,,2175.47,,,121.13,18.54,231.91,39.79,1.02,0.205324
2017-05-29,,2255.61,,,117.26,17.1,194.91,41.21,0.966765,0.23207
2017-05-28,,2155.8,,,108.14,16.13,170.51,36.84,0.930106,0.229554
2017-05-27,,2038.87,,,99.2,16.26,157.76,33.41,0.982348,0.212549
2017-05-26,,2202.42,,,112.94,14.26,160.4,38.71,0.826549,0.271808
2017-05-25,,2304.98,,,119.63,16.35,174.45,40.12,1.11,0.246065
2017-05-24,,2443.64,,,144.63,18.87,190.05,45.38,1.76,0.29589
2017-05-23,,2320.42,,,138.07,11.94,181.95,55.62,0.877157,0.323368
2017-05-22,,2173.4,,,120.73,9.9,174.26,36.17,0.720486,0.317954
2017-05-21,,2041.2,,,102.03,9.4,157.94,34.64,0.664141,0.336201
2017-05-20,,2084.73,,,100.77,7.41,126.52,35.1,0.665485,0.351634
2017-05-19,,1987.71,,,98.98,7.99,129.53,31.87,0.63186,0.327801
2017-05-18,,1888.65,,,89.73,6.73,96.91,30.33,0.539481,0.364869
2017-05-17,,1839.09,,,83.26,5.93,89.86,26.93,0.531643,0.394132
2017-05-16,,1734.45,,,85.59,6.26,89.44,26.26,0.463667,0.349861
2017-05-15,,1738.43,,,91.49,6.41,92.41,27.79,0.470057,0.27072
2017-05-14,,1808.91,,,89.8,6.83,90.79,28.53,0.477543,0.220223
2017-05-13,,1804.91,,,89.35,6.14,90.84,28.47,0.484544,0.214878
2017-12-05,,1724.24,,,86.8,6.34,88.66,28.68,0.487684,0.206068
2017-11-05,,1848.57,,,91.54,6.48,89.88,29.51,0.481077,0.183135
2017-10-05,,1787.13,,,91.52,6.6,89.52,29.84,0.503894,0.186066
2017-09-05,,1755.36,,,93.3,6.44,91.16,28.66,0.44937,0.160074
2017-08-05,,1723.35,,,101.1,6.66,91.42,30.47,0.496572,0.198212
2017-07-05,,1596.71,,,106.28,7.12,94.01,32.78,0.535792,0.141763
2017-06-05,,1578.8,,,99.76,7.27,97.81,28.98,0.58767,0.101791
2017-05-05,,1555.45,,,99.01,7.53,94.4,28.45,0.576426,0.093551
2017-04-05,,1537.67,,,92.8,7.63,96.98,25.99,0.500309,0.078914
2017-03-05,,1490.09,,,90.08,6.67,79.72,25.2,0.343782,0.06049
2017-02-05,,1452.82,,,86.24,6.58,77.26,23.04,0.314833,0.053908
2017-01-05,,1421.6,,,88.12,6.89,76.3,22.77,0.318838,0.055115
2017-04-30,,1347.89,,,91.55,6.52,79.02,23.72,0.360099,0.051607
2017-04-29,,1321.79,,,94.95,5.42,68.38,22.76,0.271729,0.052868
2017-04-28,,1316.48,,,79.49,4.84,70.16,22.35,0.229255,0.044475
2017-04-27,,1317.73,,,78.17,4.95,62.17,21.21,0.202092,0.034816
2017-04-26,,1281.08,,,71.53,4.59,52.72,19.37,0.184577,0.032797
2017-04-25,,1265.49,,,72.07,3.96,49.89,19.65,0.183504,0.032346
2017-04-24,,1250.15,,,72.2,4.05,50.03,19.56,0.173758,0.031384
2017-04-23,,1207.21,,,68.89,3.54,48.49,19.72,0.17496,0.031278
2017-04-22,,1231.71,,,71.22,3.23,48.55,20.12,0.183058,0.03177
2017-04-21,,1222.05,,,70.88,3.18,48.22,20.29,0.178122,0.032779
2017-04-20,,1229.08,,,71.45,3.28,49.67,20.24,0.184725,0.029984
2017-04-19,,1210.29,,,72.28,3.14,48.31,20.39,0.189408,0.030173
2017-04-18,,1211.67,,,72.83,2.89,50.71,21.06,0.180479,0.033184
2017-04-17,,1193.91,,,75.64,2.62,48.3,20.56,0.191489,0.033655
2017-04-16,,1182.94,,,75.34,2.63,48.72,20.46,0.192076,0.033462
2017-04-15,,1172.52,,,75.01,2.68,49.1,20.71,0.192164,0.033955
2017-04-14,,1167.54,,,70.77,2.64,47.57,20.59,0.192958,0.033779
2017-04-13,,1169.28,,,72.57,2.62,50.22,21.48,0.191686,0.034383
2017-12-04,,1200.37,,,68.0,2.62,46.29,21.76,0.195553,0.034336
2017-11-04,,1205.01,,,60.53,2.54,43.41,21.36,0.197826,0.032952
2017-10-04,,1187.13,,,61.31,2.6,43.44,21.83,0.207874,0.033598
2017-09-04,,1187.87,,,64.7,2.64,43.27,20.68,0.188861,0.03402
2017-08-04,,1175.95,,,67.75,2.72,44.31,20.83,0.190221,0.035849
2017-07-04,,1176.9,,,66.19,2.73,42.16,19.39,0.188531,0.03632
2017-06-04,,1182.68,,,66.53,2.68,43.24,19.27,0.18643,0.032665
2017-05-04,,1124.78,,,74.37,2.76,45.3,19.62,0.184719,0.035544
2017-04-04,,1133.25,,,69.07,2.67,44.64,21.35,0.185002,0.037455
2017-03-04,,1143.81,,,61.76,2.6,44.36,20.33,0.199703,0.033023
2017-02-04,,1102.17,,,57.07,2.64,48.75,20.14,0.20548,0.061159
2017-01-04,,1080.5,,,68.6,2.76,50.7,21.5,0.205017,0.021892000000000002
2017-03-31,,1071.79,,,74.91,2.83,50.04,20.54,0.203541,0.020889
2017-03-30,,1026.43,,,79.61,2.83,52.21,20.88,0.210556,0.013276
2017-03-29,,1039.97,,,84.4,2.33,53.13,21.14,0.212428,0.010101
2017-03-28,,1047.15,,,87.89,2.27,50.77,19.81,0.220632,0.009514
2017-03-27,,1045.77,,,85.66,2.13,49.67,19.66,0.186426,0.009597
2017-03-26,,966.72,,,93.63,2.31,50.52,19.61,0.160384,0.009545
2017-03-25,,972.78,,,94.33,2.28,51.25,20.14,0.167305,0.009116
2017-03-24,,937.52,,,97.27,2.41,53.11,21.1,0.166465,0.010518
2017-03-23,,1038.59,,,101.43,2.29,43.68,21.82,0.166412,0.010582
2017-03-22,,1049.14,,,101.51,2.4,42.34,21.42,0.173143,0.007301
2017-03-21,,1120.54,,,95.38,2.43,43.15,21.29,0.164934,0.006909
2017-03-20,,1054.23,,,100.05,1.95,43.39,22.51,0.153898,0.006975
2017-03-19,,1036.74,,,108.23,1.92,44.74,23.29,0.15756,0.006912
2017-03-18,,973.82,,,109.24,1.7,34.16,20.07,0.158987,0.00671
2017-03-17,,1100.23,,,99.14,1.91,46.83,22.35,0.139902,0.006116
2017-03-16,,1187.81,,,89.81,2.13,46.35,22.48,0.131867,0.006394
2017-03-15,,1249.61,,,95.09,1.8,35.06,18.98,0.128653,0.006314
2017-03-14,,1240.0,,,88.24,1.65,28.65,17.76,0.133681,0.006381
2017-03-13,,1231.92,,,74.61,1.65,28.59,18.13,0.136979,0.006385
2017-12-03,,1221.38,,,77.08,1.42,23.44,16.79,0.140575,0.006255
2017-11-03,,1175.83,,,72.93,1.38,21.47,14.69,0.142142,0.006238
2017-10-03,,1116.72,,,50.42,1.3,19.33,13.21,0.131476,0.006227
2017-09-03,,1188.49,,,51.06,1.32,17.75,13.03,0.132026,0.006498
2017-08-03,,1150.0,,,42.33,1.29,16.65,12.47,0.116242,0.006509
2017-07-03,,1223.54,,,45.68,1.37,18.89,13.53,0.122573,0.006534
2017-06-03,,1272.83,,,46.5,1.43,19.61,15.41,0.12345,0.006057
2017-05-03,,1267.12,,,42.31,1.4,19.3,15.18,0.121757,0.006129
2017-04-03,,1255.15,,,43.38,1.43,18.62,13.67,0.119901,0.006299
2017-03-03,,1274.99,,,47.38,1.44,19.46,13.91,0.122444,0.006339
2017-02-03,,1251.01,,,42.44,1.36,19.03,13.11,0.119301,0.005991
2017-01-03,,1222.5,,,42.54,1.4,17.35,12.33,0.135197,0.005408
2017-02-28,,1179.97,,,32.51,1.24,15.82,12.28,0.117443,0.005536
2017-02-27,,1179.97,,,28.18,1.23,15.4,11.96,0.115376,0.005609
2017-02-26,,1165.2,,,28.11,1.25,14.52,11.89,0.114986,0.005671
2017-02-25,,1143.84,,,26.76,1.21,13.55,11.85,0.114526,0.005665
2017-02-24,,1173.68,,,26.2,1.21,13.07,11.92,0.121185,0.005701
2017-02-23,,1166.72,,,25.22,1.22,13.12,12.87,0.118724,0.005895
2017-02-22,,1117.44,,,22.12,1.21,12.6,12.77,0.121959,0.00586
2017-02-21,,1115.3,,,21.25,1.24,12.67,12.34,0.121561,0.005832
2017-02-20,,1079.98,,,21.59,1.22,12.43,12.22,0.121475,0.005873
2017-02-19,,1047.87,,,22.55,1.22,12.76,12.99,0.122905,0.005878
2017-02-18,,1054.42,,,21.41,1.22,12.81,13.36,0.124431,0.005569
2017-02-17,,1046.21,,,20.0,1.23,12.68,13.3,0.122661,0.005935
2017-02-16,,1027.44,,,19.52,1.24,12.9,13.1,0.126088,0.006027
2017-02-15,,1007.48,,,19.63,1.26,12.92,13.62,0.112729,0.006147
2017-02-14,,1004.55,,,18.15,1.25,13.03,12.99,0.116603,0.006278
2017-02-13,,990.64,,,16.88,1.19,11.27,12.2,0.118286,0.006251
2017-12-02,,999.18,,,16.91,1.23,11.4,12.33,0.121566,0.006269
2017-11-02,,1004.45,,,17.15,1.24,11.35,12.24,0.125607,0.006333
2017-10-02,,988.67,,,16.67,1.26,11.28,11.98,0.125761,0.006289
2017-09-02,,994.38,,,16.58,1.27,11.03,12.12,0.127476,0.006374
2017-08-02,,1063.07,,,17.35,1.45,11.43,12.8,0.129568,0.006438
2017-07-02,,1061.35,,,17.14,1.47,11.52,12.65,0.133135,0.006407
2017-06-02,,1038.15,,,17.12,1.47,11.39,12.88,0.126788,0.00645
2017-05-02,,1027.34,,,17.06,1.39,11.35,12.8,0.131582,0.006442
2017-04-02,,1042.9,,,17.62,1.39,11.43,12.61,0.135867,0.006492
2017-03-02,,1029.91,,,17.52,1.36,11.11,12.86,0.134264,0.006474
2017-02-02,,1011.8,,,16.31,1.36,10.82,13.14,0.145699,0.006469
2017-01-02,,989.02,,,16.03,1.36,10.73,13.27,0.147218,0.00654
2017-01-31,,970.4,,,16.07,1.36,10.73,12.99,0.147016,0.006314
2017-01-30,,920.38,,,15.96,1.35,10.57,12.71,0.15376,0.006381
2017-01-29,,919.5,,,15.51,1.3,10.48,12.66,0.141204,0.006402
2017-01-28,,921.59,,,15.27,1.3,10.56,12.85,0.134674,0.006342
2017-01-27,,919.75,,,15.34,1.28,10.54,12.1,0.130343,0.006415
2017-01-26,,917.59,,,15.04,1.33,10.59,11.98,0.133612,0.00669
2017-01-25,,901.54,,,14.51,1.29,10.57,11.83,0.124216,0.006513
2017-01-24,,892.69,,,14.09,1.36,10.63,11.81,0.120213,0.00654
2017-01-23,,921.01,,,15.19,1.4,10.82,12.25,0.129948,0.006697
2017-01-22,,924.67,,,15.11,1.38,10.7,12.18,0.114313,0.006713
2017-01-21,,921.79,,,14.97,1.41,10.91,12.03,0.116309,0.006706
2017-01-20,,895.03,,,15.16,1.34,10.6,11.91,0.117809,0.006675
