Dates,bitcoin_cash_currencies,bitcoin_currencies,bitcoin_gold,cardano,dash,ethereum_classic,ethereum_currencies,monero,neo,ripple_currencies
2014-10-27,,352.99,,,1.91,,,0.722831,,0.004891
2014-10-26,,354.7,,,1.93,,,0.694402,,0.004548
2014-10-25,,347.27,,,1.92,,,0.739802,,0.004719
2014-10-24,,358.35,,,2.04,,,0.762157,,0.005082
2014-10-23,,358.42,,,2.11,,,0.865496,,0.005142
2014-10-22,,383.16,,,2.07,,,0.946716,,0.005187
2014-10-21,,386.48,,,2.08,,,0.957783,,0.005193
2014-10-20,,382.85,,,2.11,,,0.950394,,0.005073
2014-10-19,,389.55,,,2.27,,,0.994436,,0.004949
2014-10-18,,391.44,,,2.29,,,0.96583,,0.004965
2014-10-17,,383.76,,,2.27,,,0.973198,,0.004904
2014-10-16,,382.56,,,2.18,,,0.999458,,0.004855
2014-10-15,,394.77,,,2.07,,,0.990811,,0.004827
2014-10-14,,400.87,,,2.06,,,1.07,,0.004872
2014-10-13,,390.41,,,2.57,,,1.1,,0.004784
2014-12-10,,378.55,,,2.14,,,1.09,,0.004858
2014-11-10,,362.3,,,2.17,,,1.08,,0.004753
2014-10-10,,361.56,,,2.24,,,1.14,,0.004871
2014-09-10,,365.03,,,2.4,,,1.11,,0.004824
2014-08-10,,352.94,,,2.34,,,1.09,,0.004787
2014-07-10,,336.19,,,2.13,,,1.0,,0.004765
2014-06-10,,330.08,,,2.25,,,0.979703,,0.00473
2014-05-10,,320.51,,,2.25,,,0.879503,,0.004789
2014-04-10,,328.87,,,2.24,,,0.977628,,0.004941
2014-03-10,,359.51,,,2.4,,,1.1,,0.005023
2014-02-10,,375.07,,,2.44,,,1.19,,0.004874
2014-01-10,,383.61,,,2.46,,,1.2,,0.004752
2014-09-30,,386.94,,,2.7,,,1.22,,0.004644
2014-09-29,,375.47,,,2.85,,,1.15,,0.004705
2014-09-28,,377.18,,,2.9,,,1.22,,0.005282
2014-09-27,,399.52,,,2.84,,,1.31,,0.004705
2014-09-26,,404.42,,,2.89,,,1.39,,0.004616
2014-09-25,,411.57,,,3.0,,,1.4,,0.004722
2014-09-24,,423.2,,,3.34,,,1.51,,0.004668
2014-09-23,,435.79,,,3.4,,,1.47,,0.004613
2014-09-22,,402.15,,,3.36,,,1.26,,0.004657
2014-09-21,,398.82,,,2.97,,,1.27,,0.00457
2014-09-20,,408.9,,,3.18,,,1.27,,0.004772
2014-09-19,,394.8,,,3.43,,,1.45,,0.004942
2014-09-18,,424.44,,,3.87,,,1.57,,0.005135
2014-09-17,,457.33,,,3.75,,,1.77,,0.005399
2014-09-16,,466.06,,,3.33,,,1.84,,0.005124
2014-09-15,,475.37,,,3.07,,,1.9,,0.00505
2014-09-14,,477.89,,,2.8,,,1.82,,0.005136
2014-09-13,,479.0,,,2.87,,,1.85,,0.004706
2014-12-09,,477.75,,,2.85,,,1.88,,0.004713
2014-11-09,,479.75,,,2.8,,,1.94,,0.004749
2014-10-09,,479.36,,,2.82,,,1.97,,0.00475
2014-09-09,,475.26,,,2.91,,,1.77,,0.004719
2014-08-09,,474.6,,,2.78,,,1.87,,0.004711
2014-07-09,,482.28,,,2.9,,,1.88,,0.004704
2014-06-09,,484.83,,,2.98,,,1.95,,0.004795
2014-05-09,,483.34,,,2.84,,,1.98,,0.004874
2014-04-09,,489.66,,,3.08,,,2.05,,0.004805
2014-03-09,,477.59,,,2.64,,,2.03,,0.004776
2014-02-09,,477.43,,,2.32,,,1.96,,0.004641
2014-01-09,,474.88,,,2.27,,,2.04,,0.005025
2014-08-31,,477.76,,,2.41,,,2.17,,0.004887
2014-08-30,,504.25,,,2.43,,,2.44,,0.004961
2014-08-29,,508.52,,,2.55,,,2.21,,0.005017
2014-08-28,,507.82,,,2.37,,,2.21,,0.005062
2014-08-27,,511.15,,,2.29,,,2.01,,0.005015
2014-08-26,,511.57,,,2.72,,,2.01,,0.004837
2014-08-25,,502.5,,,2.68,,,2.05,,0.004974
2014-08-24,,508.29,,,3.09,,,1.95,,0.005154
2014-08-23,,498.08,,,2.99,,,1.81,,0.005016
2014-08-22,,514.04,,,3.17,,,1.78,,0.005095
2014-08-21,,517.24,,,3.38,,,1.82,,0.005117
2014-08-20,,511.98,,,3.81,,,1.83,,0.005265
2014-08-19,,485.24,,,3.32,,,1.65,,0.005051
2014-08-18,,461.46,,,1.54,,,1.45,,0.004979
2014-08-17,,491.8,,,2.36,,,1.46,,0.005177
2014-08-16,,519.71,,,2.92,,,1.6,,0.005418
2014-08-15,,497.01,,,3.64,,,1.59,,0.00541
2014-08-14,,505.97,,,4.06,,,1.76,,0.005227
2014-08-13,,546.66,,,4.86,,,1.9,,0.00497
2014-12-08,,569.64,,,5.02,,,2.0,,0.005044
2014-11-08,,576.37,,,5.08,,,2.08,,0.005214
2014-10-08,,591.06,,,5.72,,,2.06,,0.004975
2014-09-08,,589.37,,,5.59,,,2.1,,0.005242
2014-08-08,,592.58,,,5.99,,,2.18,,0.005462
2014-07-08,,588.87,,,5.65,,,2.14,,0.005343
2014-06-08,,584.65,,,5.77,,,2.19,,0.005256
2014-05-08,,585.44,,,5.41,,,2.15,,0.005104
2014-04-08,,588.78,,,5.31,,,2.01,,0.004948
2014-03-08,,586.67,,,5.8,,,2.36,,0.005215
2014-02-08,,589.33,,,5.71,,,2.5,,0.005294
2014-01-08,,594.92,,,5.64,,,2.67,,0.005369
2014-07-31,,586.23,,,5.57,,,2.55,,0.005189
2014-07-30,,567.29,,,4.45,,,2.54,,0.005097
2014-07-29,,584.72,,,4.79,,,2.62,,0.006066
2014-07-28,,585.69,,,5.17,,,2.7,,0.006157
2014-07-27,,593.85,,,5.83,,,2.55,,0.006021
2014-07-26,,595.81,,,5.97,,,2.62,,0.006041
2014-07-25,,601.09,,,6.07,,,2.71,,0.006043
2014-07-24,,601.73,,,6.18,,,2.36,,0.005929
2014-07-23,,619.41,,,6.37,,,2.91,,0.006144
2014-07-22,,621.55,,,6.41,,,3.2,,0.005643
2014-07-21,,622.21,,,6.77,,,3.09,,0.005362
2014-07-20,,623.9,,,7.11,,,2.63,,0.005383
2014-07-19,,628.52,,,7.06,,,2.88,,0.005298
2014-07-18,,628.78,,,7.21,,,2.62,,0.006364
2014-07-17,,623.09,,,7.44,,,2.98,,0.006162
2014-07-16,,616.8,,,6.35,,,2.71,,0.004898
2014-07-15,,621.59,,,6.3,,,2.11,,0.004514
2014-07-14,,619.32,,,6.2,,,1.97,,0.004367
2014-07-13,,626.5,,,6.35,,,1.79,,0.004306
2014-12-07,,633.71,,,6.54,,,1.73,,0.004317
2014-11-07,,632.0,,,6.52,,,1.79,,0.004298
2014-10-07,,616.76,,,6.79,,,1.89,,0.004074
2014-09-07,,624.51,,,7.1,,,2.01,,0.003879
2014-08-07,,624.82,,,7.17,,,2.35,,0.0033
2014-07-07,,624.09,,,6.53,,,1.99,,0.003082
2014-06-07,,635.81,,,6.66,,,2.4,,0.00281
2014-05-07,,631.46,,,7.12,,,2.47,,0.003132
2014-04-07,,630.69,,,7.56,,,2.64,,0.003246
2014-03-07,,645.16,,,7.82,,,2.64,,0.00336
2014-02-07,,650.88,,,6.99,,,2.31,,0.003484
2014-01-07,,640.81,,,7.9,,,2.35,,0.003623
2014-06-30,,639.8,,,8.93,,,2.5,,0.00378
2014-06-29,,602.72,,,9.23,,,2.54,,0.004013
2014-06-28,,596.55,,,9.53,,,2.55,,0.003923
2014-06-27,,597.26,,,10.09,,,2.2,,0.003993
2014-06-26,,581.14,,,10.0,,,2.89,,0.004051
2014-06-25,,566.34,,,8.99,,,3.39,,0.003931
2014-06-24,,582.36,,,9.44,,,3.28,,0.004049
2014-06-23,,593.98,,,9.8,,,3.98,,0.004085
2014-06-22,,602.27,,,9.46,,,4.35,,0.004187
2014-06-21,,594.99,,,9.29,,,5.01,,0.00415
2014-06-20,,594.15,,,10.34,,,4.56,,0.004188
2014-06-19,,598.07,,,10.97,,,3.13,,0.00423
2014-06-18,,607.96,,,10.22,,,2.79,,0.004247
2014-06-17,,610.86,,,10.22,,,2.82,,0.004264
2014-06-16,,592.19,,,10.13,,,3.18,,0.004173
2014-06-15,,592.94,,,10.35,,,2.69,,0.004197
2014-06-14,,577.36,,,10.24,,,2.34,,0.004017
2014-06-13,,600.16,,,10.64,,,1.92,,0.004161
2014-12-06,,586.95,,,10.18,,,1.74,,0.004048
2014-11-06,,633.02,,,10.27,,,1.62,,0.004421
2014-10-06,,653.15,,,11.65,,,1.73,,0.004547
2014-09-06,,649.16,,,9.54,,,1.52,,0.004225
2014-08-06,,656.14,,,9.5,,,1.34,,0.003974
2014-07-06,,654.97,,,10.38,,,1.36,,0.003961
2014-06-06,,653.7,,,11.77,,,1.24,,0.003916
2014-05-06,,659.26,,,10.61,,,,,0.003841
2014-04-06,,641.61,,,12.5,,,1.81,,0.003952
2014-03-06,,667.6,,,13.9,,,1.93,,0.004385
2014-02-06,,660.62,,,14.48,,,1.73,,0.004339
2014-01-06,,630.23,,,12.93,,,1.74,,0.004092
2014-05-31,,623.68,,,11.33,,,1.94,,0.004146
2014-05-30,,615.33,,,11.05,,,1.57,,0.004232
2014-05-29,,568.18,,,9.38,,,1.68,,0.004791
2014-05-28,,577.06,,,7.21,,,2.27,,0.005005
2014-05-27,,571.24,,,10.57,,,2.21,,0.004643
2014-05-26,,583.42,,,11.29,,,3.02,,0.003799
2014-05-25,,571.59,,,15.13,,,3.14,,0.003646
2014-05-24,,525.14,,,12.1,,,3.7,,0.004111
2014-05-23,,520.22,,,13.49,,,2.96,,0.003315
2014-05-22,,524.58,,,11.23,,,2.1,,0.003993
2014-05-21,,491.77,,,7.99,,,1.6,,0.006669
2014-05-20,,485.72,,,6.88,,,,,0.006711
2014-05-19,,446.18,,,6.94,,,,,0.006034
2014-05-18,,446.26,,,6.38,,,,,0.006004
2014-05-17,,448.9,,,4.74,,,,,0.006487
2014-05-16,,448.06,,,5.92,,,,,0.00691
2014-05-15,,447.25,,,5.76,,,,,0.007099
2014-05-14,,443.97,,,4.01,,,,,0.007154
2014-05-13,,440.67,,,2.77,,,,,0.00634
2014-12-05,,441.46,,,2.47,,,,,0.005937
2014-11-05,,438.89,,,2.57,,,,,0.0057540000000000004
2014-10-05,,454.43,,,2.57,,,,,0.005975
2014-09-05,,449.46,,,2.23,,,,,0.006063
2014-08-05,,440.17,,,1.65,,,,,0.00608
2014-07-05,,438.82,,,1.63,,,,,0.006351
2014-06-05,,428.96,,,1.61,,,,,0.005973
2014-05-05,,433.48,,,1.67,,,,,0.005214
2014-04-05,,436.4,,,1.55,,,,,0.005024
2014-03-05,,437.76,,,1.2,,,,,0.005024
2014-02-05,,449.38,,,1.35,,,,,0.005315
2014-01-05,,457.76,,,1.52,,,,,0.005413
2014-04-30,,447.64,,,1.54,,,,,0.005364
2014-04-29,,447.21,,,1.64,,,,,0.005362
2014-04-28,,440.29,,,1.67,,,,,0.005139
2014-04-27,,436.39,,,1.71,,,,,0.004859
2014-04-26,,458.6,,,1.72,,,,,0.005394
2014-04-25,,461.45,,,1.69,,,,,0.005491
2014-04-24,,500.46,,,1.06,,,,,0.006069
2014-04-23,,491.3,,,0.873071,,,,,0.00611
2014-04-22,,487.92,,,0.722089,,,,,0.006059
2014-04-21,,495.77,,,0.708118,,,,,0.006142
2014-04-20,,498.17,,,0.722926,,,,,0.006214
2014-04-19,,501.57,,,0.736829,,,,,0.006473
2014-04-18,,479.64,,,0.789777,,,,,0.00621
2014-04-17,,495.96,,,0.615856,,,,,0.006339
2014-04-16,,527.4,,,0.655656,,,,,0.007023
2014-04-15,,515.59,,,0.647564,,,,,0.007719
2014-04-14,,458.79,,,0.583917,,,,,0.006518
2014-04-13,,414.06,,,0.539027,,,,,0.005987
2014-12-04,,421.12,,,0.571875,,,,,0.006257
2014-11-04,,420.95,,,0.548907,,,,,0.006582
2014-10-04,,365.18,,,0.457036,,,,,0.006318
2014-09-04,,442.73,,,0.587437,,,,,0.007866
2014-08-04,,453.09,,,0.603018,,,,,0.008013
2014-07-04,,449.42,,,0.6041,,,,,0.008035
2014-06-04,,460.5,,,0.641513,,,,,0.008247
2014-05-04,,461.91,,,0.700444,,,,,0.008324
2014-04-04,,447.53,,,0.648937,,,,,0.008094
2014-03-04,,444.72,,,0.638183,,,,,0.007944
2014-02-04,,437.14,,,0.615044,,,,,0.007922
2014-01-04,,478.38,,,0.724105,,,,,0.008757
2014-03-31,,457.0,,,0.641774,,,,,0.008785
2014-03-30,,460.27,,,0.662486,,,,,0.009653
2014-03-29,,491.17,,,0.703475,,,,,0.010338
2014-03-28,,495.67,,,0.697426,,,,,0.010551
2014-03-27,,471.24,,,0.6835,,,,,0.010226
2014-03-26,,580.83,,,0.858815,,,,,0.012594
2014-03-25,,583.92,,,0.8201,,,,,0.01283
2014-03-24,,583.41,,,0.866518,,,,,0.012871
2014-03-23,,561.27,,,0.718257,,,,,0.012651
2014-03-22,,565.04,,,0.71468,,,,,0.012954
2014-03-21,,571.49,,,0.704648,,,,,0.01325
2014-03-20,,588.77,,,0.725089,,,,,0.013638
2014-03-19,,609.89,,,0.743559,,,,,0.013963
2014-03-18,,614.83,,,0.75221,,,,,0.01405
2014-03-17,,622.37,,,0.781925,,,,,0.014112
2014-03-16,,631.11,,,0.775647,,,,,0.014306
2014-03-15,,636.12,,,0.7912,,,,,0.014345
2014-03-14,,628.8,,,0.811341,,,,,0.014198
2014-03-13,,638.14,,,0.833336,,,,,0.014333
2014-12-03,,632.1,,,0.865936,,,,,0.014353
2014-11-03,,634.11,,,0.8913,,,,,0.014279
2014-10-03,,627.79,,,0.810256,,,,,0.014745
2014-09-03,,636.96,,,0.872964,,,,,0.014745
2014-08-03,,617.45,,,0.914905,,,,,0.014404
2014-07-03,,629.15,,,0.877912,,,,,0.015009
2014-06-03,,663.86,,,1.05,,,,,0.015921
2014-05-03,,665.51,,,1.03,,,,,0.016008
2014-04-03,,666.78,,,0.987557,,,,,0.016135
2014-03-03,,667.76,,,1.21,,,,,0.015596
2014-02-03,,559.79,,,1.03,,,,,0.013543
2014-01-03,,565.61,,,0.937342,,,,,0.013799
2014-02-28,,549.26,,,0.550661,,,,,0.013667
2014-02-27,,578.77,,,0.61939,,,,,0.014153
2014-02-26,,582.69,,,0.619451,,,,,0.014093
2014-02-25,,538.71,,,0.527474,,,,,0.01299
2014-02-24,,546.32,,,0.841903,,,,,0.01359
2014-02-23,,605.82,,,1.15,,,,,0.015412
2014-02-22,,605.42,,,1.24,,,,,0.015682
2014-02-21,,574.16,,,1.13,,,,,0.01507
2014-02-20,,556.14,,,1.06,,,,,0.014251
2014-02-19,,623.03,,,0.941647,,,,,0.015237
2014-02-18,,626.6,,,1.04,,,,,0.015286
2014-02-17,,626.27,,,1.45,,,,,0.015294
2014-02-16,,616.63,,,0.406976,,,,,0.015338
2014-02-15,,650.92,,,0.314865,,,,,0.016083
2014-02-14,,661.99,,,0.374024,,,,,0.016367
2014-02-13,,605.24,,,,,,,,0.016079
2014-12-02,,651.72,,,,,,,,0.017174
2014-11-02,,672.17,,,,,,,,0.017681
2014-10-02,,681.03,,,,,,,,0.016677
2014-09-02,,682.9,,,,,,,,0.01739
2014-08-02,,673.92,,,,,,,,0.017487
2014-07-02,,712.4,,,,,,,,0.018377
2014-06-02,,781.55,,,,,,,,0.019753
2014-05-02,,811.91,,,,,,,,0.020357
2014-04-02,,827.96,,,,,,,,0.020997
2014-03-02,,823.83,,,,,,,,0.021402
2014-02-02,,825.37,,,,,,,,0.02156
2014-01-02,,832.58,,,,,,,,0.020698
2014-01-31,,829.92,,,,,,,,0.020504
2014-01-30,,819.03,,,,,,,,0.020337
2014-01-29,,826.0,,,,,,,,0.020337
2014-01-28,,812.51,,,,,,,,0.020605
2014-01-27,,771.39,,,,,,,,0.018967
2014-01-26,,885.28,,,,,,,,0.020128
2014-01-25,,853.61,,,,,,,,0.019141
2014-01-24,,797.07,,,,,,,,0.018126
2014-01-23,,822.04,,,,,,,,0.018535
2014-01-22,,845.59,,,,,,,,0.019389
2014-01-21,,863.91,,,,,,,,0.019927
2014-01-20,,870.2,,,,,,,,0.019856
2014-01-19,,870.96,,,,,,,,0.020875
2014-01-18,,840.0,,,,,,,,0.021279
2014-01-17,,814.64,,,,,,,,0.02053
2014-01-16,,835.63,,,,,,,,0.021024
2014-01-15,,860.9,,,,,,,,0.022221
2014-01-14,,833.27,,,,,,,,0.021186
2014-01-13,,841.2,,,,,,,,0.021664
2014-12-01,,863.22,,,,,,,,0.022044
2014-11-01,,913.95,,,,,,,,0.024019
2014-10-01,,868.48,,,,,,,,0.022837
2014-09-01,,846.86,,,,,,,,0.022368
2014-08-01,,842.72,,,,,,,,0.023227
2014-07-01,,802.0,,,,,,,,0.022986
2014-06-01,,953.29,,,,,,,,0.0257
2014-05-01,,933.53,,,,,,,,0.02523
2014-04-01,,859.51,,,,,,,,0.028129
2014-03-01,,818.72,,,,,,,,0.027627
2014-02-01,,802.39,,,,,,,,0.028726
2014-01-01,,771.4,,,,,,,,0.026944
2013-12-31,,754.01,,,,,,,,0.02733
2013-12-30,,756.13,,,,,,,,0.02746
2013-12-29,,745.05,,,,,,,,0.027218
2013-12-28,,727.83,,,,,,,,0.027303
2013-12-27,,735.07,,,,,,,,0.027076
2013-12-26,,761.98,,,,,,,,0.024385
2013-12-25,,682.21,,,,,,,,0.022042
2013-12-24,,665.58,,,,,,,,0.022575
2013-12-23,,673.41,,,,,,,,0.023702
2013-12-22,,617.18,,,,,,,,0.021716
2013-12-21,,605.66,,,,,,,,0.021684
2013-12-20,,625.32,,,,,,,,0.020851
2013-12-19,,691.96,,,,,,,,0.021073
2013-12-18,,522.7,,,,,,,,0.015852
2013-12-17,,682.12,,,,,,,,0.018313
2013-12-16,,705.97,,,,,,,,0.021565
2013-12-15,,876.12,,,,,,,,0.029137
2013-12-14,,872.6,,,,,,,,0.031941
2013-12-13,,892.58,,,,,,,,0.035145
2013-12-12,,873.26,,,,,,,,0.03465
2013-11-12,,878.48,,,,,,,,0.037937
2013-10-12,,988.51,,,,,,,,0.043784000000000003
2013-09-12,,893.19,,,,,,,,0.03893
2013-08-12,,795.87,,,,,,,,0.036456
2013-07-12,,698.23,,,,,,,,0.033066
2013-06-12,,829.45,,,,,,,,0.042211
2013-05-12,,1045.11,,,,,,,,0.055153
2013-04-12,,1151.17,,,,,,,,0.058692
2013-03-12,,1078.28,,,,,,,,0.048672
2013-02-12,,1043.33,,,,,,,,0.055252
2013-01-12,,955.85,,,,,,,,0.051496
2013-11-30,,1129.43,,,,,,,,0.038386
2013-11-29,,1131.97,,,,,,,,0.030986
2013-11-28,,1031.95,,,,,,,,0.028981
2013-11-27,,1001.96,,,,,,,,0.024096
2013-11-26,,928.1,,,,,,,,0.029912
2013-11-25,,799.11,,,,,,,,0.018208
2013-11-24,,774.25,,,,,,,,0.011668
2013-11-23,,797.82,,,,,,,,0.009798
2013-11-22,,771.44,,,,,,,,0.009717
2013-11-21,,722.43,,,,,,,,0.009935
2013-11-20,,590.83,,,,,,,,0.007467
2013-11-19,,584.61,,,,,,,,0.007225
2013-11-18,,703.56,,,,,,,,0.010918
2013-11-17,,492.11,,,,,,,,0.010209
2013-11-16,,440.22,,,,,,,,0.01014
2013-11-15,,417.95,,,,,,,,0.009685
2013-11-14,,420.2,,,,,,,,0.009646
2013-11-13,,407.37,,,,,,,,0.010846
2013-12-11,,360.33,,,,,,,,0.009557
2013-11-11,,342.44,,,,,,,,0.008681
2013-10-11,,326.62,,,,,,,,0.008609
2013-09-11,,339.11,,,,,,,,0.008653
2013-08-11,,338.11,,,,,,,,0.010722
2013-07-11,,296.41,,,,,,,,0.008939
2013-06-11,,262.5,,,,,,,,0.007776
2013-05-11,,245.24,,,,,,,,0.00715
2013-04-11,,229.1,,,,,,,,0.007011
2013-03-11,,215.05,,,,,,,,0.00716
2013-02-11,,206.22,,,,,,,,0.006814
2013-01-11,,206.18,,,,,,,,0.006353
2013-10-31,,204.0,,,,,,,,0.006073
2013-10-30,,199.97,,,,,,,,0.005854
2013-10-29,,204.39,,,,,,,,0.005998
2013-10-28,,198.55,,,,,,,,0.005942
2013-10-27,,196.44,,,,,,,,0.006842
2013-10-26,,177.32,,,,,,,,0.006064
2013-10-25,,186.69,,,,,,,,0.00686
2013-10-24,,198.23,,,,,,,,0.008596
2013-10-23,,213.62,,,,,,,,0.007873
2013-10-22,,193.76,,,,,,,,0.006845
2013-10-21,,182.21,,,,,,,,0.006634
2013-10-20,,174.61,,,,,,,,0.0067
2013-10-19,,172.42,,,,,,,,0.007252
2013-10-18,,155.96,,,,,,,,0.007942
2013-10-17,,146.25,,,,,,,,0.008343
2013-10-16,,142.55,,,,,,,,0.007305
2013-10-15,,145.24,,,,,,,,0.008051
2013-10-14,,140.52,,,,,,,,0.008489
2013-10-13,,138.13,,,,,,,,0.008412
2013-12-10,,135.19,,,,,,,,0.009382
2013-11-10,,130.9,,,,,,,,0.00897
2013-10-10,,130.59,,,,,,,,0.009861
2013-09-10,,130.69,,,,,,,,0.009663
2013-08-10,,126.0,,,,,,,,0.009451
2013-07-10,,126.94,,,,,,,,0.00924
2013-06-10,,129.0,,,,,,,,0.009819
2013-05-10,,128.55,,,,,,,,0.009488
2013-04-10,,129.01,,,,,,,,0.009873
2013-03-10,,123.63,,,,,,,,0.009112
2013-02-10,,114.13,,,,,,,,0.007862
2013-01-10,,132.18,,,,,,,,0.010529
2013-09-30,,133.0,,,,,,,,0.010932
2013-09-29,,137.34,,,,,,,,0.012868
2013-09-28,,134.78,,,,,,,,0.013835
2013-09-27,,133.78,,,,,,,,0.014566
2013-09-26,,128.38,,,,,,,,0.011713
2013-09-25,,128.22,,,,,,,,0.010433
2013-09-24,,127.25,,,,,,,,0.010448
2013-09-23,,125.95,,,,,,,,0.010008
2013-09-22,,129.12,,,,,,,,0.010406
2013-09-21,,127.43,,,,,,,,0.0097
2013-09-20,,127.04,,,,,,,,0.010113
2013-09-19,,129.65,,,,,,,,0.010958
2013-09-18,,131.47,,,,,,,,0.010782
2013-09-17,,131.66,,,,,,,,0.009613
2013-09-16,,131.72,,,,,,,,0.007056
2013-09-15,,130.37,,,,,,,,0.006472
2013-09-14,,129.22,,,,,,,,0.00634
2013-09-13,,134.98,,,,,,,,0.006513
2013-12-09,,133.13,,,,,,,,0.006349
2013-11-09,,135.25,,,,,,,,0.006273
2013-10-09,,125.91,,,,,,,,0.005808
2013-09-09,,127.11,,,,,,,,0.00627
2013-08-09,,121.66,,,,,,,,0.006183
2013-07-09,,124.15,,,,,,,,0.006173
2013-06-09,,119.15,,,,,,,,0.005866
2013-05-09,,126.43,,,,,,,,0.005715
2013-04-09,,126.74,,,,,,,,0.005695
2013-03-09,,136.77,,,,,,,,0.00567
2013-02-09,,135.85,,,,,,,,0.005528
2013-01-09,,138.34,,,,,,,,0.005787
2013-08-31,,135.35,,,,,,,,0.005632
2013-08-30,,133.49,,,,,,,,0.00593
2013-08-29,,122.39,,,,,,,,0.005763
2013-08-28,,122.62,,,,,,,,0.006246
2013-08-27,,126.5,,,,,,,,0.006452
2013-08-26,,120.06,,,,,,,,0.006417
2013-08-25,,122.11,,,,,,,,0.006104
2013-08-24,,120.04,,,,,,,,0.005546
2013-08-23,,118.5,,,,,,,,0.005139
2013-08-22,,121.15,,,,,,,,0.005143
2013-08-21,,123.3,,,,,,,,0.006131
2013-08-20,,121.21,,,,,,,,0.006098
2013-08-19,,119.0,,,,,,,,0.00526
2013-08-18,,113.5,,,,,,,,0.005617
2013-08-17,,113.5,,,,,,,,0.005671
2013-08-16,,108.99,,,,,,,,0.003134
2013-08-15,,109.99,,,,,,,,0.003092
2013-08-14,,112.56,,,,,,,,0.003788
2013-08-13,,109.0,,,,,,,,0.004245
2013-12-08,,106.64,,,,,,,,0.004449
2013-11-08,,105.0,,,,,,,,0.004415
2013-10-08,,103.0,,,,,,,,0.004314
2013-09-08,,102.8,,,,,,,,0.004291
2013-08-08,,103.0,,,,,,,,0.004254
2013-07-08,,106.75,,,,,,,,0.004417
2013-06-08,,106.75,,,,,,,,0.00468
2013-05-08,,106.22,,,,,,,,0.005613
2013-04-08,,105.14,,,,,,,,0.005882
2013-03-08,,104.0,,,,,,,,
2013-02-08,,104.5,,,,,,,,
2013-01-08,,104.0,,,,,,,,
2013-07-31,,106.09,,,,,,,,
2013-07-30,,107.99,,,,,,,,
2013-07-29,,101.2,,,,,,,,
2013-07-28,,99.76,,,,,,,,
2013-07-27,,94.12,,,,,,,,
2013-07-26,,96.02,,,,,,,,
2013-07-25,,96.9,,,,,,,,
2013-07-24,,94.51,,,,,,,,
2013-07-23,,95.56,,,,,,,,
2013-07-22,,91.61,,,,,,,,
2013-07-21,,90.76,,,,,,,,
2013-07-20,,89.39,,,,,,,,
2013-07-19,,92.17,,,,,,,,
2013-07-18,,90.58,,,,,,,,
2013-07-17,,98.5,,,,,,,,
2013-07-16,,97.45,,,,,,,,
2013-07-15,,98.4,,,,,,,,
2013-07-14,,94.69,,,,,,,,
2013-07-13,,98.13,,,,,,,,
2013-12-07,,93.59,,,,,,,,
2013-11-07,,88.98,,,,,,,,
2013-10-07,,86.76,,,,,,,,
2013-09-07,,76.69,,,,,,,,
2013-08-07,,76.52,,,,,,,,
2013-07-07,,74.56,,,,,,,,
2013-06-07,,70.28,,,,,,,,
2013-05-07,,68.43,,,,,,,,
2013-04-07,,80.53,,,,,,,,
2013-03-07,,77.53,,,,,,,,
2013-02-07,,90.13,,,,,,,,
2013-01-07,,88.05,,,,,,,,
2013-06-30,,96.61,,,,,,,,
2013-06-29,,94.99,,,,,,,,
2013-06-28,,94.65,,,,,,,,
2013-06-27,,101.44,,,,,,,,
2013-06-26,,104.0,,,,,,,,
2013-06-25,,103.95,,,,,,,,
2013-06-24,,102.74,,,,,,,,
2013-06-23,,107.6,,,,,,,,
2013-06-22,,108.3,,,,,,,,
2013-06-21,,109.5,,,,,,,,
2013-06-20,,110.15,,,,,,,,
2013-06-19,,108.25,,,,,,,,
2013-06-18,,107.4,,,,,,,,
2013-06-17,,101.7,,,,,,,,
2013-06-16,,99.51,,,,,,,,
2013-06-15,,99.99,,,,,,,,
2013-06-14,,99.98,,,,,,,,
2013-06-13,,104.0,,,,,,,,
2013-12-06,,108.15,,,,,,,,
2013-11-06,,108.9,,,,,,,,
2013-10-06,,106.35,,,,,,,,
2013-09-06,,100.0,,,,,,,,
2013-08-06,,108.3,,,,,,,,
2013-07-06,,111.5,,,,,,,,
2013-06-06,,118.0,,,,,,,,
2013-05-06,,121.65,,,,,,,,
2013-04-06,,121.42,,,,,,,,
2013-03-06,,122.22,,,,,,,,
2013-02-06,,122.29,,,,,,,,
2013-01-06,,129.3,,,,,,,,
2013-05-31,,129.0,,,,,,,,
2013-05-30,,128.8,,,,,,,,
2013-05-29,,132.3,,,,,,,,
2013-05-28,,129.0,,,,,,,,
2013-05-27,,129.74,,,,,,,,
2013-05-26,,133.48,,,,,,,,
2013-05-25,,131.98,,,,,,,,
2013-05-24,,133.2,,,,,,,,
2013-05-23,,126.7,,,,,,,,
2013-05-22,,123.89,,,,,,,,
2013-05-21,,122.88,,,,,,,,
2013-05-20,,122.0,,,,,,,,
2013-05-19,,121.99,,,,,,,,
2013-05-18,,123.5,,,,,,,,
2013-05-17,,123.01,,,,,,,,
2013-05-16,,118.76,,,,,,,,
2013-05-15,,114.22,,,,,,,,
2013-05-14,,111.5,,,,,,,,
2013-05-13,,117.98,,,,,,,,
2013-12-05,,115.0,,,,,,,,
2013-11-05,,115.24,,,,,,,,
2013-10-05,,117.2,,,,,,,,
2013-09-05,,112.67,,,,,,,,
2013-08-05,,113.57,,,,,,,,
2013-07-05,,111.5,,,,,,,,
